"YearEnd","Country","HBT","DepartmentType","Age","AgeQF","Sex","SexQF","Deprivation","DeprivationQF","OneAttendance","TwoAttendances","ThreeAttendances","FourAttendances","FivePlusAttendances"
"202406","S92000003","S08000026","Emergency Department","40-64","","Male","","5","",21,0,1,0,0
"202406","S92000003","S08000026","Emergency Department","40-64","","Male","","",":",9,1,2,1,0
"202406","S92000003","S08000026","Emergency Department","65-74","","Male","","1","",3,0,0,0,0
"202406","S92000003","S08000026","Emergency Department","65-74","","Male","","2","",12,3,0,0,1
"202406","S92000003","S08000026","Emergency Department","65-74","","Male","","3","",59,11,11,0,3
"202406","S92000003","S08000026","Emergency Department","65-74","","Male","","4","",147,29,10,3,4
"202406","S92000003","S08000026","Emergency Department","65-74","","Male","","5","",5,0,0,0,0
"202406","S92000003","S08000026","Emergency Department","75 plus","","Male","","1","",1,0,0,0,0
"202406","S92000003","S08000026","Emergency Department","75 plus","","Male","","2","",6,3,0,1,2
"202406","S92000003","S08000026","Emergency Department","75 plus","","Male","","3","",78,25,15,0,5
"202406","S92000003","S08000026","Emergency Department","75 plus","","Male","","4","",134,56,15,7,9
"202406","S92000003","S08000026","Emergency Department","75 plus","","Male","","5","",2,0,0,0,0
"202406","S92000003","S08000026","Emergency Department","75 plus","","Male","","",":",0,1,0,0,0
"202406","S92000003","S08000026","Emergency Department","Under 18","","Male","","1","",1,1,0,0,0
"202406","S92000003","S08000026","Emergency Department","Under 18","","Male","","2","",18,2,1,1,0
"202406","S92000003","S08000026","Emergency Department","Under 18","","Male","","3","",102,35,7,3,3
"202406","S92000003","S08000026","Emergency Department","Under 18","","Male","","4","",290,58,25,4,6
"202406","S92000003","S08000026","Emergency Department","Under 18","","Male","","5","",1,0,0,0,0
"202406","S92000003","S08000026","Emergency Department","Under 18","","Male","","",":",7,2,1,0,0
"202406","S92000003","S08000026","Emergency Department","",":","",":","",":",0,0,0,0,0
"202406","S92000003","S08000028","Emergency Department","18-24","","Female","","1","",4,0,0,0,0
"202406","S92000003","S08000028","Emergency Department","18-24","","Female","","2","",16,4,3,3,1
"202406","S92000003","S08000028","Emergency Department","18-24","","Female","","3","",55,12,2,1,3
"202406","S92000003","S08000028","Emergency Department","18-24","","Female","","4","",6,0,0,0,0
"202406","S92000003","S08000028","Emergency Department","18-24","","Female","","5","",2,0,0,0,0
"202406","S92000003","S08000028","Emergency Department","18-24","","Female","","",":",1,2,1,0,0
"202406","S92000003","S08000028","Emergency Department","25-39","","Female","","1","",5,0,0,0,0
"202406","S92000003","S08000028","Emergency Department","25-39","","Female","","2","",52,8,2,1,2
"202406","S92000003","S08000028","Emergency Department","25-39","","Female","","3","",104,14,5,5,1
"202406","S92000003","S08000028","Emergency Department","25-39","","Female","","4","",20,2,0,0,1
"202406","S92000003","S08000028","Emergency Department","25-39","","Female","","5","",4,1,0,0,0
"202406","S92000003","S08000028","Emergency Department","25-39","","Female","","",":",7,4,0,0,1
"202406","S92000003","S08000028","Emergency Department","40-64","","Female","","1","",8,2,0,0,0
"202406","S92000003","S08000028","Emergency Department","40-64","","Female","","2","",98,17,9,4,5
"202406","S92000003","S08000028","Emergency Department","40-64","","Female","","3","",265,37,6,3,2
"202406","S92000003","S08000028","Emergency Department","40-64","","Female","","4","",36,6,2,1,1
"202406","S92000003","S08000028","Emergency Department","40-64","","Female","","5","",5,1,0,0,0
"202406","S92000003","S08000028","Emergency Department","40-64","","Female","","",":",6,1,1,0,0
"202406","S92000003","S08000028","Emergency Department","65-74","","Female","","1","",1,0,0,0,0
"202406","S92000003","S08000028","Emergency Department","65-74","","Female","","2","",43,16,1,1,0
"202406","S92000003","S08000028","Emergency Department","65-74","","Female","","3","",109,22,6,3,3
"202406","S92000003","S08000028","Emergency Department","65-74","","Female","","4","",28,6,0,0,0
"202406","S92000003","S08000028","Emergency Department","65-74","","Female","","5","",6,0,0,0,0
"202406","S92000003","S08000028","Emergency Department","65-74","","Female","","",":",2,2,1,0,0
"202406","S92000003","S08000028","Emergency Department","75 plus","","Female","","2","",61,20,8,2,1
"202406","S92000003","S08000028","Emergency Department","75 plus","","Female","","3","",173,47,8,5,3
"202406","S92000003","S08000028","Emergency Department","75 plus","","Female","","4","",26,8,4,0,0
"202406","S92000003","S08000028","Emergency Department","75 plus","","Female","","5","",3,0,0,0,0
"202406","S92000003","S08000028","Emergency Department","75 plus","","Female","","",":",13,1,1,1,0
"202406","S92000003","S08000028","Emergency Department","Under 18","","Female","","1","",3,0,0,0,0
"202406","S92000003","S08000028","Emergency Department","Under 18","","Female","","2","",61,11,3,1,1
"202406","S92000003","S08000028","Emergency Department","Under 18","","Female","","3","",154,26,8,8,3
"202406","S92000003","S08000028","Emergency Department","Under 18","","Female","","4","",29,7,0,0,1
"202406","S92000003","S08000028","Emergency Department","Under 18","","Female","","5","",1,1,0,0,0
"202406","S92000003","S08000028","Emergency Department","Under 18","","Female","","",":",16,3,0,0,0
"202406","S92000003","S08000028","Emergency Department","18-24","","Male","","1","",1,0,0,0,0
"202406","S92000003","S08000028","Emergency Department","18-24","","Male","","2","",22,10,2,0,2
"202406","S92000003","S08000028","Emergency Department","18-24","","Male","","3","",67,17,4,4,2
"202406","S92000003","S08000028","Emergency Department","18-24","","Male","","4","",5,2,1,0,0
"202406","S92000003","S08000028","Emergency Department","18-24","","Male","","5","",2,1,0,0,0
"202406","S92000003","S08000028","Emergency Department","18-24","","Male","","",":",2,0,0,0,0
"202406","S92000003","S08000028","Emergency Department","25-39","","Male","","1","",6,1,0,0,0
"202406","S92000003","S08000028","Emergency Department","25-39","","Male","","2","",55,5,1,0,0
"202406","S92000003","S08000028","Emergency Department","25-39","","Male","","3","",138,26,7,7,3
"202406","S92000003","S08000028","Emergency Department","25-39","","Male","","4","",24,5,3,0,0
"202406","S92000003","S08000028","Emergency Department","25-39","","Male","","5","",5,0,0,0,0
"202406","S92000003","S08000028","Emergency Department","25-39","","Male","","",":",8,1,2,0,0
"202406","S92000003","S08000028","Emergency Department","40-64","","Male","","1","",10,1,0,0,0
"202406","S92000003","S08000028","Emergency Department","40-64","","Male","","2","",109,27,4,3,4
"202406","S92000003","S08000028","Emergency Department","40-64","","Male","","3","",289,46,14,5,3
"202406","S92000003","S08000028","Emergency Department","40-64","","Male","","4","",43,5,2,1,0
"202406","S92000003","S08000028","Emergency Department","40-64","","Male","","5","",12,0,0,0,0
"202406","S92000003","S08000028","Emergency Department","40-64","","Male","","",":",9,0,1,0,0
"202406","S92000003","S08000028","Emergency Department","65-74","","Male","","1","",2,0,0,0,0
"202406","S92000003","S08000028","Emergency Department","65-74","","Male","","2","",61,11,5,1,0
"202406","S92000003","S08000028","Emergency Department","65-74","","Male","","3","",121,32,8,1,5
"202406","S92000003","S08000028","Emergency Department","65-74","","Male","","4","",19,5,0,1,2
"202406","S92000003","S08000028","Emergency Department","65-74","","Male","","5","",6,0,0,0,0
"202406","S92000003","S08000028","Emergency Department","65-74","","Male","","",":",4,2,1,0,0
"202406","S92000003","S08000028","Emergency Department","75 plus","","Male","","1","",1,0,0,0,0
"202406","S92000003","S08000028","Emergency Department","75 plus","","Male","","2","",54,11,4,4,2
"202406","S92000003","S08000028","Emergency Department","75 plus","","Male","","3","",139,45,24,1,3
"202406","S92000003","S08000028","Emergency Department","75 plus","","Male","","4","",14,5,1,0,1
"202406","S92000003","S08000028","Emergency Department","75 plus","","Male","","5","",3,0,0,0,0
"202406","S92000003","S08000028","Emergency Department","75 plus","","Male","","",":",5,0,1,1,1
"202406","S92000003","S08000028","Emergency Department","Under 18","","Male","","1","",4,0,0,0,0
"202406","S92000003","S08000028","Emergency Department","Under 18","","Male","","2","",80,13,4,2,1
"202406","S92000003","S08000028","Emergency Department","Under 18","","Male","","3","",191,37,10,5,1
"202406","S92000003","S08000028","Emergency Department","Under 18","","Male","","4","",41,5,1,0,0
"202406","S92000003","S08000028","Emergency Department","Under 18","","Male","","5","",9,0,0,0,0
"202406","S92000003","S08000028","Emergency Department","Under 18","","Male","","",":",14,3,0,1,0
"202406","S92000003","S08000028","Emergency Department","",":","",":","",":",0,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","18-24","","Female","","1","",1,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","18-24","","Female","","2","",5,1,3,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","18-24","","Female","","3","",10,2,3,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","18-24","","Female","","4","",1,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","18-24","","Female","","5","",1,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","18-24","","Female","","",":",1,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","25-39","","Female","","2","",16,2,1,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","25-39","","Female","","3","",38,12,0,2,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","25-39","","Female","","",":",2,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","40-64","","Female","","1","",2,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","40-64","","Female","","2","",30,4,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","40-64","","Female","","3","",79,10,4,3,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","40-64","","Female","","4","",7,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","40-64","","Female","","5","",3,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","40-64","","Female","","",":",2,1,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","65-74","","Female","","2","",14,1,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","65-74","","Female","","3","",19,7,1,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","65-74","","Female","","5","",2,1,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","75 plus","","Female","","2","",9,5,1,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","75 plus","","Female","","3","",31,5,0,1,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","75 plus","","Female","","5","",3,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","Under 18","","Female","","1","",1,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","Under 18","","Female","","2","",23,3,1,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","Under 18","","Female","","3","",42,14,4,2,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","Under 18","","Female","","4","",2,2,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","Under 18","","Female","","5","",1,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","18-24","","Male","","1","",0,1,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","18-24","","Male","","2","",9,4,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","18-24","","Male","","3","",18,3,0,1,1
"202406","S92000003","S08000028","Minor Injury Unit or Other","18-24","","Male","","5","",1,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","18-24","","Male","","",":",2,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","25-39","","Male","","1","",5,1,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","25-39","","Male","","2","",16,4,3,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","25-39","","Male","","3","",39,12,0,3,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","25-39","","Male","","4","",1,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","25-39","","Male","","",":",0,1,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","40-64","","Male","","1","",6,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","40-64","","Male","","2","",32,5,2,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","40-64","","Male","","3","",78,10,6,3,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","40-64","","Male","","4","",8,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","40-64","","Male","","5","",4,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","40-64","","Male","","",":",4,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","65-74","","Male","","1","",1,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","65-74","","Male","","2","",16,3,0,0,1
"202406","S92000003","S08000028","Minor Injury Unit or Other","65-74","","Male","","3","",38,7,0,1,1
"202406","S92000003","S08000028","Minor Injury Unit or Other","65-74","","Male","","4","",3,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","65-74","","Male","","5","",3,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","75 plus","","Male","","2","",7,1,0,0,1
"202406","S92000003","S08000028","Minor Injury Unit or Other","75 plus","","Male","","3","",24,12,2,1,1
"202406","S92000003","S08000028","Minor Injury Unit or Other","75 plus","","Male","","4","",2,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","75 plus","","Male","","5","",2,1,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","Under 18","","Male","","1","",0,1,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","Under 18","","Male","","2","",22,2,3,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","Under 18","","Male","","3","",54,11,7,1,1
"202406","S92000003","S08000028","Minor Injury Unit or Other","Under 18","","Male","","4","",0,1,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","Under 18","","Male","","5","",1,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","Under 18","","Male","","",":",1,0,0,0,0
"202406","S92000003","S08000028","Minor Injury Unit or Other","",":","",":","",":",0,0,0,0,0
"202406","S92000003","S08000029","Emergency Department","18-24","","Female","","1","",511,113,35,22,26
"202406","S92000003","S08000029","Emergency Department","18-24","","Female","","2","",336,81,18,10,10
"202406","S92000003","S08000029","Emergency Department","18-24","","Female","","3","",249,51,14,3,4
"202406","S92000003","S08000029","Emergency Department","18-24","","Female","","4","",167,32,4,3,2
"202406","S92000003","S08000029","Emergency Department","18-24","","Female","","5","",184,30,7,0,1
"202406","S92000003","S08000029","Emergency Department","18-24","","Female","","",":",65,10,3,1,2
"202406","S92000003","S08000029","Emergency Department","25-39","","Female","","1","",1092,228,63,33,50
"202406","S92000003","S08000029","Emergency Department","25-39","","Female","","2","",864,149,58,17,33
"202406","S92000003","S08000029","Emergency Department","25-39","","Female","","3","",616,118,34,13,10
"202406","S92000003","S08000029","Emergency Department","25-39","","Female","","4","",373,60,13,3,4
"202406","S92000003","S08000029","Emergency Department","25-39","","Female","","5","",342,48,15,6,4
"202406","S92000003","S08000029","Emergency Department","25-39","","Female","","",":",245,32,7,6,2
"202406","S92000003","S08000029","Emergency Department","40-64","","Female","","1","",1478,298,80,31,47
"202406","S92000003","S08000029","Emergency Department","40-64","","Female","","2","",1339,266,68,29,25
"202406","S92000003","S08000029","Emergency Department","40-64","","Female","","3","",1076,191,44,19,17
"202406","S92000003","S08000029","Emergency Department","40-64","","Female","","4","",708,87,13,15,8
"202406","S92000003","S08000029","Emergency Department","40-64","","Female","","5","",753,95,20,5,7
"202406","S92000003","S08000029","Emergency Department","40-64","","Female","","",":",186,27,10,3,4
"202406","S92000003","S08000029","Emergency Department","65-74","","Female","","1","",450,90,31,9,7
"202406","S92000003","S08000029","Emergency Department","65-74","","Female","","2","",492,112,37,14,15
"202406","S92000003","S08000029","Emergency Department","65-74","","Female","","3","",412,81,15,8,7
"202406","S92000003","S08000029","Emergency Department","65-74","","Female","","4","",313,41,14,5,4
"202406","S92000003","S08000029","Emergency Department","65-74","","Female","","5","",330,47,6,3,3
"202406","S92000003","S08000029","Emergency Department","65-74","","Female","","",":",43,8,1,1,1
"202406","S92000003","S08000029","Emergency Department","75 plus","","Female","","1","",636,153,44,15,4
"202406","S92000003","S08000029","Emergency Department","75 plus","","Female","","2","",753,189,63,16,12
"202406","S92000003","S08000029","Emergency Department","75 plus","","Female","","3","",701,131,39,12,11
"202406","S92000003","S08000029","Emergency Department","75 plus","","Female","","4","",515,108,25,0,6
"202406","S92000003","S08000029","Emergency Department","75 plus","","Female","","5","",544,122,46,10,0
"202406","S92000003","S08000029","Emergency Department","75 plus","","Female","","",":",62,15,1,0,2
"202406","S92000003","S08000029","Emergency Department","Under 18","","Female","","1","",1136,285,78,20,22
"202406","S92000003","S08000029","Emergency Department","Under 18","","Female","","2","",923,183,47,11,6
"202406","S92000003","S08000029","Emergency Department","Under 18","","Female","","3","",703,132,33,6,2
"202406","S92000003","S08000029","Emergency Department","Under 18","","Female","","4","",457,89,13,6,4
"202406","S92000003","S08000029","Emergency Department","Under 18","","Female","","5","",485,77,17,5,3
"202406","S92000003","S08000029","Emergency Department","Under 18","","Female","","",":",226,44,16,3,4
"202406","S92000003","S08000029","Emergency Department","18-24","","Male","","1","",482,106,31,2,15
"202406","S92000003","S08000029","Emergency Department","18-24","","Male","","2","",320,94,21,10,2
"202406","S92000003","S08000029","Emergency Department","18-24","","Male","","3","",305,47,12,7,7
"202406","S92000003","S08000029","Emergency Department","18-24","","Male","","4","",212,30,1,1,3
"202406","S92000003","S08000029","Emergency Department","18-24","","Male","","5","",210,37,4,0,3
"202406","S92000003","S08000029","Emergency Department","18-24","","Male","","",":",68,12,2,0,0
"202406","S92000003","S08000029","Emergency Department","25-39","","Male","","1","",1105,245,72,28,44
"202406","S92000003","S08000029","Emergency Department","25-39","","Male","","2","",864,181,46,17,18
"202406","S92000003","S08000029","Emergency Department","25-39","","Male","","3","",697,106,25,12,8
"202406","S92000003","S08000029","Emergency Department","25-39","","Male","","4","",391,44,19,5,3
"202406","S92000003","S08000029","Emergency Department","25-39","","Male","","5","",349,46,13,3,5
"202406","S92000003","S08000029","Emergency Department","25-39","","Male","","",":",181,28,6,2,2
"202406","S92000003","S08000029","Emergency Department","40-64","","Male","","1","",1500,338,108,68,59
"202406","S92000003","S08000029","Emergency Department","40-64","","Male","","2","",1361,233,84,27,42
"202406","S92000003","S08000029","Emergency Department","40-64","","Male","","3","",1092,194,51,16,22
"202406","S92000003","S08000029","Emergency Department","40-64","","Male","","4","",713,101,19,8,11
"202406","S92000003","S08000029","Emergency Department","40-64","","Male","","5","",739,104,23,4,1
"202406","S92000003","S08000029","Emergency Department","40-64","","Male","","",":",188,30,5,2,3
"202406","S92000003","S08000029","Emergency Department","65-74","","Male","","1","",450,102,37,7,9
"202406","S92000003","S08000029","Emergency Department","65-74","","Male","","2","",476,102,24,11,9
"202406","S92000003","S08000029","Emergency Department","65-74","","Male","","3","",394,87,27,4,8
"202406","S92000003","S08000029","Emergency Department","65-74","","Male","","4","",319,56,12,3,4
"202406","S92000003","S08000029","Emergency Department","65-74","","Male","","5","",288,36,17,4,1
"202406","S92000003","S08000029","Emergency Department","65-74","","Male","","",":",49,6,1,0,0
"202406","S92000003","S08000029","Emergency Department","75 plus","","Male","","1","",435,134,37,14,11
"202406","S92000003","S08000029","Emergency Department","75 plus","","Male","","2","",543,138,43,24,15
"202406","S92000003","S08000029","Emergency Department","75 plus","","Male","","3","",515,127,32,10,10
"202406","S92000003","S08000029","Emergency Department","75 plus","","Male","","4","",397,98,26,5,5
"202406","S92000003","S08000029","Emergency Department","75 plus","","Male","","5","",484,98,26,7,5
"202406","S92000003","S08000029","Emergency Department","75 plus","","Male","","",":",42,6,0,1,0
"202406","S92000003","S08000029","Emergency Department","Under 18","","Male","","1","",1298,285,78,34,27
"202406","S92000003","S08000029","Emergency Department","Under 18","","Male","","2","",1057,206,63,22,7
"202406","S92000003","S08000029","Emergency Department","Under 18","","Male","","3","",801,155,36,10,7
"202406","S92000003","S08000029","Emergency Department","Under 18","","Male","","4","",544,83,23,5,3
"202406","S92000003","S08000029","Emergency Department","Under 18","","Male","","5","",667,79,13,6,2
"202406","S92000003","S08000029","Emergency Department","Under 18","","Male","","",":",299,59,12,4,0
"202406","S92000003","S08000029","Emergency Department","",":","",":","",":",0,0,0,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","18-24","","Female","","1","",83,10,0,0,1
"202406","S92000003","S08000029","Minor Injury Unit or Other","18-24","","Female","","2","",75,8,0,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","18-24","","Female","","3","",107,7,4,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","18-24","","Female","","4","",93,5,3,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","18-24","","Female","","5","",289,33,4,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","18-24","","Female","","",":",25,4,0,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","25-39","","Female","","1","",211,29,3,0,1
"202406","S92000003","S08000029","Minor Injury Unit or Other","25-39","","Female","","2","",247,21,3,1,2
"202406","S92000003","S08000029","Minor Injury Unit or Other","25-39","","Female","","3","",261,20,1,1,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","25-39","","Female","","4","",195,18,3,1,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","25-39","","Female","","5","",238,20,0,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","25-39","","Female","","",":",80,5,0,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","40-64","","Female","","1","",300,15,1,1,1
"202406","S92000003","S08000029","Minor Injury Unit or Other","40-64","","Female","","2","",380,40,2,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","40-64","","Female","","3","",540,54,9,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","40-64","","Female","","4","",538,46,6,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","40-64","","Female","","5","",552,48,3,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","40-64","","Female","","",":",68,3,1,1,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","65-74","","Female","","1","",56,8,4,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","65-74","","Female","","2","",93,14,1,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","65-74","","Female","","3","",161,15,1,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","65-74","","Female","","4","",190,24,0,1,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","65-74","","Female","","5","",214,23,1,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","65-74","","Female","","",":",14,1,0,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","75 plus","","Female","","1","",64,4,0,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","75 plus","","Female","","2","",98,9,1,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","75 plus","","Female","","3","",169,17,5,0,1
"202406","S92000003","S08000029","Minor Injury Unit or Other","75 plus","","Female","","4","",203,15,1,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","75 plus","","Female","","5","",296,35,3,2,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","75 plus","","Female","","",":",15,1,1,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","Under 18","","Female","","1","",280,44,6,7,1
"202406","S92000003","S08000029","Minor Injury Unit or Other","Under 18","","Female","","2","",293,32,3,2,1
"202406","S92000003","S08000029","Minor Injury Unit or Other","Under 18","","Female","","3","",384,49,10,4,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","Under 18","","Female","","4","",338,46,5,0,2
"202406","S92000003","S08000029","Minor Injury Unit or Other","Under 18","","Female","","5","",400,50,13,3,1
"202406","S92000003","S08000029","Minor Injury Unit or Other","Under 18","","Female","","",":",104,10,2,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","18-24","","Male","","1","",98,9,0,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","18-24","","Male","","2","",128,19,2,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","18-24","","Male","","3","",147,18,3,2,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","18-24","","Male","","4","",132,16,2,1,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","18-24","","Male","","5","",293,30,2,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","18-24","","Male","","",":",21,3,0,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","25-39","","Male","","1","",233,32,5,1,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","25-39","","Male","","2","",274,25,4,1,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","25-39","","Male","","3","",285,31,5,0,1
"202406","S92000003","S08000029","Minor Injury Unit or Other","25-39","","Male","","4","",208,17,4,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","25-39","","Male","","5","",242,18,2,1,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","25-39","","Male","","",":",71,4,4,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","40-64","","Male","","1","",271,24,6,1,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","40-64","","Male","","2","",365,45,10,1,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","40-64","","Male","","3","",467,45,5,1,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","40-64","","Male","","4","",436,47,4,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","40-64","","Male","","5","",440,32,6,1,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","40-64","","Male","","",":",62,5,0,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","65-74","","Male","","1","",60,4,0,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","65-74","","Male","","2","",90,6,0,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","65-74","","Male","","3","",131,6,3,0,1
"202406","S92000003","S08000029","Minor Injury Unit or Other","65-74","","Male","","4","",136,10,2,0,1
"202406","S92000003","S08000029","Minor Injury Unit or Other","65-74","","Male","","5","",173,16,2,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","65-74","","Male","","",":",15,2,0,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","75 plus","","Male","","1","",40,5,0,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","75 plus","","Male","","2","",66,4,1,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","75 plus","","Male","","3","",130,11,1,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","75 plus","","Male","","4","",168,18,0,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","75 plus","","Male","","5","",191,22,4,1,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","75 plus","","Male","","",":",9,0,1,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","Under 18","","Male","","1","",333,49,13,3,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","Under 18","","Male","","2","",366,51,7,4,2
"202406","S92000003","S08000029","Minor Injury Unit or Other","Under 18","","Male","","3","",494,66,7,1,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","Under 18","","Male","","4","",521,83,11,2,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","Under 18","","Male","","5","",572,97,14,6,2
"202406","S92000003","S08000029","Minor Injury Unit or Other","Under 18","","Male","","",":",137,15,5,0,0
"202406","S92000003","S08000029","Minor Injury Unit or Other","",":","",":","",":",0,0,0,0,0
"202406","S92000003","S08000030","Emergency Department","18-24","","Female","","1","",544,97,33,10,11
"202406","S92000003","S08000030","Emergency Department","18-24","","Female","","2","",447,84,19,10,18
"202406","S92000003","S08000030","Emergency Department","18-24","","Female","","3","",433,72,13,3,9
"202406","S92000003","S08000030","Emergency Department","18-24","","Female","","4","",559,80,22,7,7
"202406","S92000003","S08000030","Emergency Department","18-24","","Female","","5","",525,63,12,2,6
"202406","S92000003","S08000030","Emergency Department","18-24","","Female","","",":",96,16,3,1,2
